Instanta;Algoritm;Run;Nr_Ordine;ID_Cutie;L_Original;W_Original;H_Original;Orientare;Pos_X;Pos_Y;Pos_Z;Ef_L;Ef_W;Ef_H;Volum_Cutie
1;GA;1;60;31;110;43;25;1;0,0000;25,0000;120,0000;110;25;43;118250,0000
1;GA;1;61;55;81;33;28;1;317,0000;203,0000;125,0000;81;28;33;74844,0000
1;GA;1;62;21;108;76;30;0;401,0000;76,0000;175,0000;108;76;30;246240,0000
1;GA;1;63;25;110;43;25;1;0,0000;50,0000;120,0000;110;25;43;118250,0000
1;GA;1;64;62;81;33;28;1;207,0000;120,0000;132,0000;81;28;33;74844,0000
1;GA;1;65;3;108;76;30;0;110,0000;0,0000;180,0000;108;76;30;246240,0000
1;GA;1;66;27;110;43;25;1;207,0000;120,0000;165,0000;110;25;43;118250,0000
1;GA;1;67;61;81;33;28;1;317,0000;203,0000;158,0000;81;28;33;74844,0000
1;GA;1;68;26;110;43;25;0;0,0000;76,0000;180,0000;110;43;25;118250,0000
1;GA;1;69;12;108;76;30;0;401,0000;0,0000;180,0000;108;76;30;246240,0000
1;GA;1;70;2;108;76;30;0;401,0000;157,0000;180,0000;108;76;30;246240,0000
1;SA;2;1;73;120;99;73;5;0,0000;0,0000;0,0000;73;99;120;867240,0000
1;SA;2;2;22;108;76;30;0;73,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;2;3;5;108;76;30;0;181,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;2;4;76;120;99;73;1;289,0000;0,0000;0,0000;120;73;99;867240,0000
1;SA;2;5;33;92;81;55;4;409,0000;0,0000;0,0000;55;92;81;409860,0000
1;SA;2;6;3;108;76;30;0;464,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;2;7;34;92;81;55;5;289,0000;73,0000;0,0000;55;81;92;409860,0000
1;SA;2;8;61;81;33;28;0;73,0000;76,0000;0,0000;81;33;28;74844,0000
1;SA;2;9;1;108;76;30;0;154,0000;76,0000;0,0000;108;76;30;246240,0000
1;SA;2;10;56;81;33;28;0;464,0000;76,0000;0,0000;81;33;28;74844,0000
1;SA;2;11;10;108;76;30;0;464,0000;109,0000;0,0000;108;76;30;246240,0000
1;SA;2;12;16;108;76;30;0;154,0000;152,0000;0,0000;108;76;30;246240,0000
1;SA;2;13;65;81;33;28;0;73,0000;109,0000;0,0000;81;33;28;74844,0000
1;SA;2;14;48;92;81;55;4;344,0000;73,0000;0,0000;55;92;81;409860,0000
1;SA;2;15;8;108;76;30;0;73,0000;0,0000;30,0000;108;76;30;246240,0000
1;SA;2;16;24;108;76;30;0;181,0000;0,0000;30,0000;108;76;30;246240,0000
1;SA;2;17;57;81;33;28;1;73,0000;142,0000;0,0000;81;28;33;74844,0000
1;SA;2;18;80;120;99;73;4;0,0000;99,0000;0,0000;73;120;99;867240,0000
1;SA;2;19;21;108;76;30;0;464,0000;0,0000;30,0000;108;76;30;246240,0000
1;SA;2;20;38;92;81;55;4;409,0000;92,0000;0,0000;55;92;81;409860,0000
1;SA;2;21;79;120;99;73;0;154,0000;76,0000;30,0000;120;99;73;867240,0000
1;SA;2;22;28;110;43;25;0;464,0000;185,0000;0,0000;110;43;25;118250,0000
1;SA;2;23;4;108;76;30;0;464,0000;109,0000;30,0000;108;76;30;246240,0000
1;SA;2;24;51;92;81;55;3;73,0000;170,0000;0,0000;81;55;92;409860,0000
1;SA;2;25;6;108;76;30;0;73,0000;0,0000;60,0000;108;76;30;246240,0000
1;SA;2;26;53;92;81;55;3;73,0000;76,0000;28,0000;81;55;92;409860,0000
1;SA;2;27;74;120;99;73;3;181,0000;0,0000;60,0000;99;73;120;867240,0000
1;SA;2;28;35;92;81;55;1;154,0000;175,0000;30,0000;92;55;81;409860,0000
1;SA;2;29;68;120;99;73;1;464,0000;0,0000;60,0000;120;73;99;867240,0000
1;SA;2;30;32;92;81;55;1;246,0000;175,0000;30,0000;92;55;81;409860,0000
1;SA;2;31;77;120;99;73;1;464,0000;73,0000;60,0000;120;73;99;867240,0000
1;SA;2;32;13;108;76;30;0;464,0000;146,0000;60,0000;108;76;30;246240,0000
1;SA;2;33;39;92;81;55;4;409,0000;0,0000;81,0000;55;92;81;409860,0000
1;SA;2;34;70;120;99;73;3;73,0000;0,0000;90,0000;99;73;120;867240,0000
1;SA;2;35;49;92;81;55;4;344,0000;73,0000;81,0000;55;92;81;409860,0000
1;SA;2;36;50;92;81;55;4;409,0000;92,0000;81,0000;55;92;81;409860,0000
1;SA;2;37;27;110;43;25;0;464,0000;185,0000;25,0000;110;43;25;118250,0000
1;SA;2;38;55;81;33;28;0;464,0000;76,0000;28,0000;81;33;28;74844,0000
1;SA;2;39;2;108;76;30;0;464,0000;146,0000;90,0000;108;76;30;246240,0000
1;SA;2;40;47;92;81;55;4;289,0000;73,0000;92,0000;55;92;81;409860,0000
1;SA;2;41;42;92;81;55;3;73,0000;170,0000;92,0000;81;55;92;409860,0000
1;SA;2;42;20;108;76;30;0;154,0000;76,0000;103,0000;108;76;30;246240,0000
1;SA;2;43;14;108;76;30;0;464,0000;146,0000;120,0000;108;76;30;246240,0000
1;SA;2;44;29;110;43;25;0;289,0000;165,0000;0,0000;110;43;25;118250,0000
1;SA;2;45;71;120;99;73;1;289,0000;0,0000;99,0000;120;73;99;867240,0000
1;SA;2;46;62;81;33;28;1;73,0000;142,0000;33,0000;81;28;33;74844,0000
1;SA;2;47;72;120;99;73;4;0,0000;99,0000;99,0000;73;120;99;867240,0000
1;SA;2;48;67;120;99;73;0;154,0000;76,0000;133,0000;120;99;73;867240,0000
1;SA;2;49;11;108;76;30;0;464,0000;146,0000;150,0000;108;76;30;246240,0000
1;SA;2;50;37;92;81;55;1;154,0000;175,0000;111,0000;92;55;81;409860,0000
1;SA;2;51;19;108;76;30;0;464,0000;0,0000;159,0000;108;76;30;246240,0000
1;SA;2;52;36;92;81;55;3;246,0000;175,0000;111,0000;81;55;92;409860,0000
1;SA;2;53;9;108;76;30;0;344,0000;73,0000;162,0000;108;76;30;246240,0000
1;SA;2;54;52;92;81;55;3;327,0000;175,0000;111,0000;81;55;92;409860,0000
1;SA;2;55;12;108;76;30;0;181,0000;0,0000;180,0000;108;76;30;246240,0000
1;SA;2;56;66;81;33;28;1;73,0000;142,0000;66,0000;81;28;33;74844,0000
1;SA;2;57;25;110;43;25;1;464,0000;76,0000;159,0000;110;25;43;118250,0000
1;SA;2;58;31;110;43;25;1;464,0000;101,0000;159,0000;110;25;43;118250,0000
1;SA;2;59;58;81;33;28;1;73,0000;142,0000;99,0000;81;28;33;74844,0000
1;SA;2;60;15;108;76;30;0;464,0000;146,0000;180,0000;108;76;30;246240,0000
1;SA;2;61;43;92;81;55;4;0,0000;0,0000;120,0000;55;92;81;409860,0000
1;SA;2;62;18;108;76;30;0;464,0000;0,0000;189,0000;108;76;30;246240,0000
1;SA;2;63;54;81;33;28;1;73,0000;76,0000;120,0000;81;28;33;74844,0000
1;SA;2;64;41;92;81;55;2;73,0000;76,0000;153,0000;81;92;55;409860,0000
1;SA;2;65;64;81;33;28;1;73,0000;104,0000;120,0000;81;28;33;74844,0000
1;SA;2;66;63;81;33;28;0;73,0000;170,0000;184,0000;81;33;28;74844,0000
1;SA;2;67;60;81;33;28;1;73,0000;203,0000;184,0000;81;28;33;74844,0000
1;SA;2;68;59;81;33;28;0;344,0000;73,0000;192,0000;81;33;28;74844,0000
1;SA;2;69;26;110;43;25;1;344,0000;149,0000;162,0000;110;25;43;118250,0000
1;SA;2;70;30;110;43;25;0;344,0000;106,0000;192,0000;110;43;25;118250,0000
1;GA;2;1;49;92;81;55;2;0,0000;0,0000;0,0000;81;92;55;409860,0000
1;GA;2;2;7;108;76;30;0;81,0000;0,0000;0,0000;108;76;30;246240,0000
1;GA;2;3;36;92;81;55;2;189,0000;0,0000;0,0000;81;92;55;409860,0000
1;GA;2;4;17;108;76;30;0;270,0000;0,0000;0,0000;108;76;30;246240,0000
1;GA;2;5;31;110;43;25;1;378,0000;0,0000;0,0000;110;25;43;118250,0000
1;GA;2;6;1;108;76;30;0;378,0000;25,0000;0,0000;108;76;30;246240,0000
1;GA;2;7;13;108;76;30;0;81,0000;76,0000;0,0000;108;76;30;246240,0000
1;GA;2;8;51;92;81;55;1;488,0000;0,0000;0,0000;92;55;81;409860,0000
1;GA;2;9;71;120;99;73;3;488,0000;55,0000;0,0000;99;73;120;867240,0000
1;GA;2;10;81;120;99;73;3;270,0000;76,0000;0,0000;99;73;120;867240,0000
1;GA;2;11;47;92;81;55;2;0,0000;92,0000;0,0000;81;92;55;409860,0000
1;GA;2;12;53;92;81;55;2;189,0000;92,0000;0,0000;81;92;55;409860,0000
1;GA;2;13;32;92;81;55;4;378,0000;101,0000;0,0000;55;92;81;409860,0000
1;GA;2;14;76;120;99;73;3;488,0000;128,0000;0,0000;99;73;120;867240,0000
1;GA;2;15;45;92;81;55;4;433,0000;101,0000;0,0000;55;92;81;409860,0000
1;GA;2;16;29;110;43;25;1;0,0000;184,0000;0,0000;110;25;43;118250,0000
1;GA;2;17;69;120;99;73;3;270,0000;149,0000;0,0000;99;73;120;867240,0000
1;GA;2;18;62;81;33;28;1;81,0000;152,0000;0,0000;81;28;33;74844,0000
1;GA;2;19;24;108;76;30;0;81,0000;0,0000;30,0000;108;76;30;246240,0000
1;GA;2;20;79;120;99;73;3;270,0000;0,0000;30,0000;99;73;120;867240,0000
1;GA;2;21;3;108;76;30;0;378,0000;25,0000;30,0000;108;76;30;246240,0000
1;GA;2;22;56;81;33;28;0;110,0000;184,0000;0,0000;81;33;28;74844,0000
1;GA;2;23;28;110;43;25;1;378,0000;193,0000;0,0000;110;25;43;118250,0000
1;GA;2;24;23;108;76;30;0;81,0000;76,0000;30,0000;108;76;30;246240,0000
1;GA;2;25;80;120;99;73;4;0,0000;0,0000;55,0000;73;120;99;867240,0000
1;GA;2;26;30;110;43;25;1;110,0000;184,0000;28,0000;110;25;43;118250,0000
1;GA;2;27;57;81;33;28;1;488,0000;201,0000;0,0000;81;28;33;74844,0000
1;GA;2;28;52;92;81;55;2;189,0000;0,0000;55,0000;81;92;55;409860,0000
1;GA;2;29;48;92;81;55;2;189,0000;92,0000;55,0000;81;92;55;409860,0000
1;GA;2;30;61;81;33;28;1;81,0000;152,0000;33,0000;81;28;33;74844,0000
1;GA;2;31;66;81;33;28;1;488,0000;201,0000;33,0000;81;28;33;74844,0000
1;GA;2;32;4;108;76;30;0;81,0000;0,0000;60,0000;108;76;30;246240,0000
1;GA;2;33;46;92;81;55;3;0,0000;120,0000;55,0000;81;55;92;409860,0000
1;GA;2;34;67;120;99;73;3;378,0000;25,0000;60,0000;99;73;120;867240,0000
1;GA;2;35;74;120;99;73;3;81,0000;76,0000;60,0000;99;73;120;867240,0000
1;GA;2;36;65;81;33;28;1;0,0000;184,0000;43,0000;81;28;33;74844,0000
1;GA;2;37;60;81;33;28;0;378,0000;193,0000;43,0000;81;33;28;74844,0000
1;GA;2;38;12;108;76;30;0;378,0000;101,0000;81,0000;108;76;30;246240,0000
1;GA;2;39;8;108;76;30;0;81,0000;0,0000;90,0000;108;76;30;246240,0000
1;GA;2;40;70;120;99;73;4;189,0000;0,0000;110,0000;73;120;99;867240,0000
1;GA;2;41;44;92;81;55;1;488,0000;0,0000;81,0000;92;55;81;409860,0000
1;GA;2;42;10;108;76;30;0;378,0000;101,0000;111,0000;108;76;30;246240,0000
1;GA;2;43;64;81;33;28;1;81,0000;152,0000;66,0000;81;28;33;74844,0000
1;GA;2;44;11;108;76;30;0;81,0000;152,0000;99,0000;108;76;30;246240,0000
1;GA;2;45;78;120;99;73;2;488,0000;55,0000;120,0000;99;120;73;867240,0000
1;GA;2;46;58;81;33;28;1;488,0000;201,0000;66,0000;81;28;33;74844,0000
1;GA;2;47;26;110;43;25;1;378,0000;0,0000;43,0000;110;25;43;118250,0000
1;GA;2;48;38;92;81;55;1;378,0000;177,0000;81,0000;92;55;81;409860,0000
1;GA;2;49;68;120;99;73;2;270,0000;76,0000;120,0000;99;120;73;867240,0000
1;GA;2;50;14;108;76;30;0;81,0000;0,0000;120,0000;108;76;30;246240,0000
1;GA;2;51;20;108;76;30;0;81,0000;152,0000;129,0000;108;76;30;246240,0000
1;GA;2;52;22;108;76;30;0;378,0000;101,0000;141,0000;108;76;30;246240,0000
1;GA;2;53;9;108;76;30;0;81,0000;0,0000;150,0000;108;76;30;246240,0000
1;GA;2;54;40;92;81;55;3;189,0000;120,0000;110,0000;81;55;92;409860,0000
1;GA;2;55;54;81;33;28;0;110,0000;184,0000;71,0000;81;33;28;74844,0000
1;GA;2;56;27;110;43;25;1;378,0000;0,0000;86,0000;110;25;43;118250,0000
1;GA;2;57;33;92;81;55;3;189,0000;175,0000;110,0000;81;55;92;409860,0000
1;GA;2;58;55;81;33;28;0;0,0000;184,0000;76,0000;81;33;28;74844,0000
1;GA;2;59;34;92;81;55;1;488,0000;175,0000;120,0000;92;55;81;409860,0000
1;GA;2;60;59;81;33;28;1;0,0000;184,0000;104,0000;81;28;33;74844,0000
1;GA;2;61;37;92;81;55;2;0,0000;120,0000;147,0000;81;92;55;409860,0000
1;GA;2;62;25;110;43;25;1;378,0000;0,0000;129,0000;110;25;43;118250,0000
1;GA;2;63;43;92;81;55;2;0,0000;0,0000;154,0000;81;92;55;409860,0000
1;GA;2;64;63;81;33;28;1;270,0000;196,0000;120,0000;81;28;33;74844,0000
1;GA;2;65;18;108;76;30;0;270,0000;0,0000;150,0000;108;76;30;246240,0000
1;GA;2;66;21;108;76;30;0;81,0000;152,0000;159,0000;108;76;30;246240,0000
1;GA;2;67;19;108;76;30;0;378,0000;101,0000;171,0000;108;76;30;246240,0000
1;GA;2;68;15;108;76;30;0;81,0000;0,0000;180,0000;108;76;30;246240,0000
1;GA;2;69;6;108;76;30;0;270,0000;0,0000;180,0000;108;76;30;246240,0000
1;GA;2;70;2;108;76;30;0;378,0000;25,0000;180,0000;108;76;30;246240,0000
1;GA;2;71;16;108;76;30;0;81,0000;76,0000;180,0000;108;76;30;246240,0000
1;GA;2;72;5;108;76;30;0;81,0000;152,0000;189,0000;108;76;30;246240,0000
1;SA;3;1;39;92;81;55;2;0,0000;0,0000;0,0000;81;92;55;409860,0000
1;SA;3;2;68;120;99;73;0;81,0000;0,0000;0,0000;120;99;73;867240,0000
1;SA;3;3;10;108;76;30;0;201,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;3;4;54;81;33;28;1;309,0000;0,0000;0,0000;81;28;33;74844,0000
1;SA;3;5;9;108;76;30;0;390,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;3;6;55;81;33;28;1;498,0000;0,0000;0,0000;81;28;33;74844,0000
1;SA;3;7;32;92;81;55;2;309,0000;28,0000;0,0000;81;92;55;409860,0000
1;SA;3;8;63;81;33;28;1;498,0000;28,0000;0,0000;81;28;33;74844,0000
1;SA;3;9;20;108;76;30;0;201,0000;76,0000;0,0000;108;76;30;246240,0000
1;SA;3;10;17;108;76;30;0;390,0000;76,0000;0,0000;108;76;30;246240,0000
1;SA;3;11;57;81;33;28;0;498,0000;56,0000;0,0000;81;33;28;74844,0000
1;SA;3;12;19;108;76;30;0;81,0000;99,0000;0,0000;108;76;30;246240,0000
1;SA;3;13;28;110;43;25;1;201,0000;152,0000;0,0000;110;25;43;118250,0000
1;SA;3;14;56;81;33;28;0;498,0000;89,0000;0,0000;81;33;28;74844,0000
1;SA;3;15;35;92;81;55;2;0,0000;92,0000;0,0000;81;92;55;409860,0000
