Instanta;Algoritm;Run;Nr_Ordine;ID_Cutie;L_Original;W_Original;H_Original;Orientare;Pos_X;Pos_Y;Pos_Z;Ef_L;Ef_W;Ef_H;Volum_Cutie
1;SA;1;34;77;92;81;55;1;218,0000;177,0000;43,0000;92;55;81;409860,0000
1;SA;1;35;20;108;76;30;0;110,0000;152,0000;55,0000;108;76;30;246240,0000
1;SA;1;36;9;108;76;30;0;0,0000;0,0000;60,0000;108;76;30;246240,0000
1;SA;1;37;112;92;81;55;2;328,0000;76,0000;55,0000;81;92;55;409860,0000
1;SA;1;38;55;110;43;25;1;0,0000;144,0000;30,0000;110;25;43;118250,0000
1;SA;1;39;31;108;76;30;0;281,0000;0,0000;60,0000;108;76;30;246240,0000
1;SA;1;40;97;92;81;55;3;110,0000;76,0000;60,0000;81;55;92;409860,0000
1;SA;1;41;84;92;81;55;1;416,0000;86,0000;60,0000;92;55;81;409860,0000
1;SA;1;42;52;110;43;25;1;0,0000;169,0000;30,0000;110;25;43;118250,0000
1;SA;1;43;66;110;43;25;1;218,0000;76,0000;43,0000;110;25;43;118250,0000
1;SA;1;44;86;92;81;55;4;0,0000;119,0000;73,0000;55;92;81;409860,0000
1;SA;1;45;87;92;81;55;4;55,0000;119,0000;73,0000;55;92;81;409860,0000
1;SA;1;46;36;108;76;30;0;416,0000;0,0000;85,0000;108;76;30;246240,0000
1;SA;1;47;23;108;76;30;0;110,0000;152,0000;85,0000;108;76;30;246240,0000
1;SA;1;48;78;92;81;55;1;108,0000;0,0000;81,0000;92;55;81;409860,0000
1;SA;1;49;16;108;76;30;0;0,0000;0,0000;90,0000;108;76;30;246240,0000
1;SA;1;50;29;108;76;30;0;281,0000;0,0000;90,0000;108;76;30;246240,0000
1;SA;1;51;102;92;81;55;5;526,0000;0,0000;81,0000;55;81;92;409860,0000
1;SA;1;52;26;108;76;30;0;218,0000;101,0000;111,0000;108;76;30;246240,0000
1;SA;1;53;43;110;43;25;1;0,0000;76,0000;68,0000;110;25;43;118250,0000
1;SA;1;54;48;110;43;25;1;218,0000;76,0000;86,0000;110;25;43;118250,0000
1;SA;1;55;41;110;43;25;1;0,0000;76,0000;111,0000;110;25;43;118250,0000
1;SA;1;56;33;108;76;30;0;416,0000;0,0000;115,0000;108;76;30;246240,0000
1;SA;1;57;35;108;76;30;0;110,0000;152,0000;115,0000;108;76;30;246240,0000
1;SA;1;58;6;108;76;30;0;0,0000;0,0000;120,0000;108;76;30;246240,0000
1;SA;1;59;82;92;81;55;5;526,0000;81,0000;81,0000;55;81;92;409860,0000
1;SA;1;60;18;108;76;30;0;281,0000;0,0000;120,0000;108;76;30;246240,0000
1;SA;1;61;60;110;43;25;0;416,0000;162,0000;124,0000;110;43;25;118250,0000
1;SA;1;62;37;108;76;30;0;416,0000;86,0000;141,0000;108;76;30;246240,0000
1;SA;1;63;4;108;76;30;0;218,0000;101,0000;141,0000;108;76;30;246240,0000
1;SA;1;64;68;110;43;25;1;218,0000;177,0000;124,0000;110;25;43;118250,0000
1;SA;1;65;90;92;81;55;3;328,0000;168,0000;92,0000;81;55;92;409860,0000
1;SA;1;66;5;108;76;30;0;416,0000;0,0000;145,0000;108;76;30;246240,0000
1;SA;1;67;21;108;76;30;0;110,0000;152,0000;145,0000;108;76;30;246240,0000
1;SA;1;68;110;92;81;55;2;328,0000;76,0000;110,0000;81;92;55;409860,0000
1;SA;1;69;89;92;81;55;3;200,0000;0,0000;122,0000;81;55;92;409860,0000
1;SA;1;70;64;110;43;25;1;218,0000;202,0000;124,0000;110;25;43;118250,0000
1;SA;1;71;39;108;76;30;0;0,0000;0,0000;150,0000;108;76;30;246240,0000
1;SA;1;72;100;92;81;55;0;0,0000;76,0000;154,0000;92;81;55;409860,0000
1;SA;1;73;107;92;81;55;0;108,0000;0,0000;162,0000;92;81;55;409860,0000
1;SA;1;74;103;92;81;55;2;328,0000;76,0000;165,0000;81;92;55;409860,0000
1;SA;1;75;12;108;76;30;0;281,0000;0,0000;150,0000;108;76;30;246240,0000
1;SA;1;76;63;110;43;25;1;416,0000;205,0000;124,0000;110;25;43;118250,0000
1;SA;1;77;24;108;76;30;0;0,0000;157,0000;154,0000;108;76;30;246240,0000
1;SA;1;78;22;108;76;30;0;416,0000;86,0000;171,0000;108;76;30;246240,0000
1;SA;1;79;59;110;43;25;1;218,0000;76,0000;129,0000;110;25;43;118250,0000
1;SA;1;80;2;108;76;30;0;218,0000;101,0000;171,0000;108;76;30;246240,0000
1;SA;1;81;67;110;43;25;1;416,0000;162,0000;149,0000;110;25;43;118250,0000
1;SA;1;82;73;110;43;25;0;108,0000;81,0000;154,0000;110;43;25;118250,0000
1;SA;1;83;38;108;76;30;0;416,0000;0,0000;175,0000;108;76;30;246240,0000
1;SA;1;84;28;108;76;30;0;110,0000;152,0000;175,0000;108;76;30;246240,0000
1;SA;1;85;14;108;76;30;0;0,0000;0,0000;180,0000;108;76;30;246240,0000
1;SA;1;86;72;110;43;25;1;108,0000;124,0000;154,0000;110;25;43;118250,0000
1;SA;1;87;42;110;43;25;1;218,0000;177,0000;167,0000;110;25;43;118250,0000
1;SA;1;88;40;108;76;30;0;281,0000;0,0000;180,0000;108;76;30;246240,0000
1;SA;1;89;27;108;76;30;0;0,0000;157,0000;184,0000;108;76;30;246240,0000
1;SA;1;90;65;110;43;25;1;218,0000;202,0000;167,0000;110;25;43;118250,0000
1;SA;1;91;70;110;43;25;1;416,0000;205,0000;167,0000;110;25;43;118250,0000
1;SA;1;92;53;110;43;25;1;218,0000;76,0000;172,0000;110;25;43;118250,0000
1;SA;1;93;45;110;43;25;0;108,0000;81,0000;179,0000;110;43;25;118250,0000
1;SA;1;94;44;110;43;25;0;416,0000;162,0000;192,0000;110;43;25;118250,0000
1;GA;1;1;68;110;43;25;0;0,0000;0,0000;0,0000;110;43;25;118250,0000
1;GA;1;2;83;92;81;55;0;110,0000;0,0000;0,0000;92;81;55;409860,0000
1;GA;1;3;60;110;43;25;0;202,0000;0,0000;0,0000;110;43;25;118250,0000
1;GA;1;4;97;92;81;55;1;312,0000;0,0000;0,0000;92;55;81;409860,0000
1;GA;1;5;76;92;81;55;1;404,0000;0,0000;0,0000;92;55;81;409860,0000
1;GA;1;6;57;110;43;25;1;0,0000;43,0000;0,0000;110;25;43;118250,0000
1;GA;1;7;49;110;43;25;0;202,0000;43,0000;0,0000;110;43;25;118250,0000
1;GA;1;8;88;92;81;55;3;496,0000;0,0000;0,0000;81;55;92;409860,0000
1;GA;1;9;56;110;43;25;0;312,0000;55,0000;0,0000;110;43;25;118250,0000
1;GA;1;10;1;108;76;30;0;422,0000;55,0000;0,0000;108;76;30;246240,0000
1;GA;1;11;4;108;76;30;0;0,0000;68,0000;0,0000;108;76;30;246240,0000
1;GA;1;12;18;108;76;30;0;202,0000;86,0000;0,0000;108;76;30;246240,0000
1;GA;1;13;112;92;81;55;4;530,0000;55,0000;0,0000;55;92;81;409860,0000
1;GA;1;14;52;110;43;25;0;312,0000;98,0000;0,0000;110;43;25;118250,0000
1;GA;1;15;12;108;76;30;0;422,0000;131,0000;0,0000;108;76;30;246240,0000
1;GA;1;16;106;92;81;55;0;110,0000;81,0000;0,0000;92;81;55;409860,0000
1;GA;1;17;3;108;76;30;0;312,0000;141,0000;0,0000;108;76;30;246240,0000
1;GA;1;18;40;108;76;30;0;0,0000;144,0000;0,0000;108;76;30;246240,0000
1;GA;1;19;8;108;76;30;0;202,0000;0,0000;25,0000;108;76;30;246240,0000
1;GA;1;20;92;92;81;55;5;530,0000;147,0000;0,0000;55;81;92;409860,0000
1;GA;1;21;74;92;81;55;1;110,0000;162,0000;0,0000;92;55;81;409860,0000
1;GA;1;22;72;110;43;25;0;202,0000;162,0000;0,0000;110;43;25;118250,0000
1;GA;1;23;48;110;43;25;1;202,0000;205,0000;0,0000;110;25;43;118250,0000
1;GA;1;24;17;108;76;30;0;312,0000;55,0000;25,0000;108;76;30;246240,0000
1;GA;1;25;20;108;76;30;0;422,0000;55,0000;30,0000;108;76;30;246240,0000
1;GA;1;26;91;92;81;55;4;0,0000;68,0000;30,0000;55;92;81;409860,0000
1;GA;1;27;6;108;76;30;0;202,0000;86,0000;30,0000;108;76;30;246240,0000
1;GA;1;28;35;108;76;30;0;422,0000;131,0000;30,0000;108;76;30;246240,0000
1;GA;1;29;75;92;81;55;5;55,0000;68,0000;30,0000;55;81;92;409860,0000
1;GA;1;30;67;110;43;25;1;0,0000;0,0000;25,0000;110;25;43;118250,0000
1;GA;1;31;58;110;43;25;0;202,0000;162,0000;25,0000;110;43;25;118250,0000
1;GA;1;32;25;108;76;30;0;312,0000;141,0000;30,0000;108;76;30;246240,0000
1;GA;1;33;22;108;76;30;0;110,0000;0,0000;55,0000;108;76;30;246240,0000
1;GA;1;34;93;92;81;55;5;55,0000;149,0000;30,0000;55;81;92;409860,0000
1;GA;1;35;64;110;43;25;1;0,0000;43,0000;43,0000;110;25;43;118250,0000
1;GA;1;36;31;108;76;30;0;312,0000;55,0000;55,0000;108;76;30;246240,0000
1;GA;1;37;50;110;43;25;1;202,0000;205,0000;43,0000;110;25;43;118250,0000
1;GA;1;38;7;108;76;30;0;422,0000;55,0000;60,0000;108;76;30;246240,0000
1;GA;1;39;16;108;76;30;0;202,0000;86,0000;60,0000;108;76;30;246240,0000
1;GA;1;40;99;92;81;55;0;218,0000;0,0000;55,0000;92;81;55;409860,0000
1;GA;1;41;78;92;81;55;0;110,0000;76,0000;55,0000;92;81;55;409860,0000
1;GA;1;42;39;108;76;30;0;422,0000;131,0000;60,0000;108;76;30;246240,0000
1;GA;1;43;45;110;43;25;1;202,0000;162,0000;50,0000;110;25;43;118250,0000
1;GA;1;44;79;92;81;55;4;312,0000;141,0000;60,0000;55;92;81;409860,0000
1;GA;1;45;96;92;81;55;4;367,0000;141,0000;60,0000;55;92;81;409860,0000
1;GA;1;46;38;108;76;30;0;110,0000;0,0000;85,0000;108;76;30;246240,0000
1;GA;1;47;14;108;76;30;0;312,0000;55,0000;85,0000;108;76;30;246240,0000
1;GA;1;48;33;108;76;30;0;422,0000;55,0000;90,0000;108;76;30;246240,0000
1;GA;1;49;95;92;81;55;3;312,0000;0,0000;81,0000;81;55;92;409860,0000
1;GA;1;50;87;92;81;55;1;393,0000;0,0000;81,0000;92;55;81;409860,0000
1;GA;1;51;107;92;81;55;4;530,0000;55,0000;81,0000;55;92;81;409860,0000
1;GA;1;52;66;110;43;25;1;0,0000;0,0000;68,0000;110;25;43;118250,0000
1;GA;1;53;37;108;76;30;0;202,0000;86,0000;90,0000;108;76;30;246240,0000
1;GA;1;54;2;108;76;30;0;422,0000;131,0000;90,0000;108;76;30;246240,0000
1;GA;1;55;104;92;81;55;3;110,0000;162,0000;81,0000;81;55;92;409860,0000
1;GA;1;56;24;108;76;30;0;110,0000;0,0000;115,0000;108;76;30;246240,0000
1;GA;1;57;80;92;81;55;3;496,0000;0,0000;92,0000;81;55;92;409860,0000
1;GA;1;58;13;108;76;30;0;312,0000;55,0000;115,0000;108;76;30;246240,0000
1;GA;1;59;29;108;76;30;0;422,0000;55,0000;120,0000;108;76;30;246240,0000
1;GA;1;60;82;92;81;55;5;530,0000;147,0000;92,0000;55;81;92;409860,0000
1;GA;1;61;19;108;76;30;0;202,0000;86,0000;120,0000;108;76;30;246240,0000
1;GA;1;62;42;110;43;25;1;0,0000;43,0000;86,0000;110;25;43;118250,0000
1;GA;1;63;54;110;43;25;1;202,0000;205,0000;86,0000;110;25;43;118250,0000
1;GA;1;64;30;108;76;30;0;422,0000;131,0000;120,0000;108;76;30;246240,0000
1;GA;1;65;27;108;76;30;0;0,0000;43,0000;129,0000;108;76;30;246240,0000
1;GA;1;66;111;92;81;55;0;218,0000;0,0000;110,0000;92;81;55;409860,0000
1;GA;1;67;100;92;81;55;0;110,0000;76,0000;110,0000;92;81;55;409860,0000
1;GA;1;68;47;110;43;25;0;202,0000;162,0000;93,0000;110;43;25;118250,0000
1;GA;1;69;23;108;76;30;0;312,0000;141,0000;141,0000;108;76;30;246240,0000
1;GA;1;70;34;108;76;30;0;110,0000;0,0000;145,0000;108;76;30;246240,0000
1;GA;1;71;46;110;43;25;1;0,0000;0,0000;111,0000;110;25;43;118250,0000
1;GA;1;72;10;108;76;30;0;312,0000;55,0000;145,0000;108;76;30;246240,0000
1;GA;1;73;62;110;43;25;1;202,0000;162,0000;118,0000;110;25;43;118250,0000
1;GA;1;74;9;108;76;30;0;422,0000;55,0000;150,0000;108;76;30;246240,0000
1;GA;1;75;73;110;43;25;1;202,0000;205,0000;129,0000;110;25;43;118250,0000
1;GA;1;76;84;92;81;55;5;0,0000;119,0000;111,0000;55;81;92;409860,0000
1;GA;1;77;81;92;81;55;5;55,0000;149,0000;122,0000;55;81;92;409860,0000
1;GA;1;78;77;92;81;55;0;422,0000;131,0000;150,0000;92;81;55;409860,0000
1;GA;1;79;32;108;76;30;0;202,0000;86,0000;150,0000;108;76;30;246240,0000
1;GA;1;80;59;110;43;25;0;0,0000;0,0000;154,0000;110;43;25;118250,0000
1;GA;1;81;61;110;43;25;1;0,0000;43,0000;159,0000;110;25;43;118250,0000
1;GA;1;82;55;110;43;25;0;0,0000;68,0000;159,0000;110;43;25;118250,0000
1;GA;1;83;86;92;81;55;0;218,0000;0,0000;165,0000;92;81;55;409860,0000
1;GA;1;84;26;108;76;30;0;312,0000;141,0000;171,0000;108;76;30;246240,0000
1;GA;1;85;21;108;76;30;0;110,0000;0,0000;175,0000;108;76;30;246240,0000
1;GA;1;86;65;110;43;25;0;202,0000;162,0000;161,0000;110;43;25;118250,0000
1;GA;1;87;70;110;43;25;1;202,0000;205,0000;172,0000;110;25;43;118250,0000
1;GA;1;88;101;92;81;55;0;110,0000;76,0000;165,0000;92;81;55;409860,0000
1;GA;1;89;44;110;43;25;1;312,0000;0,0000;173,0000;110;25;43;118250,0000
1;GA;1;90;71;110;43;25;1;312,0000;25,0000;173,0000;110;25;43;118250,0000
1;GA;1;91;43;110;43;25;1;312,0000;55,0000;175,0000;110;25;43;118250,0000
1;GA;1;92;69;110;43;25;1;312,0000;80,0000;175,0000;110;25;43;118250,0000
1;GA;1;93;41;110;43;25;1;312,0000;105,0000;175,0000;110;25;43;118250,0000
1;GA;1;94;36;108;76;30;0;422,0000;55,0000;180,0000;108;76;30;246240,0000
1;GA;1;95;28;108;76;30;0;202,0000;86,0000;180,0000;108;76;30;246240,0000
1;GA;1;96;63;110;43;25;0;0,0000;0,0000;179,0000;110;43;25;118250,0000
1;GA;1;97;51;110;43;25;0;0,0000;68,0000;184,0000;110;43;25;118250,0000
1;GA;1;98;53;110;43;25;0;202,0000;162,0000;186,0000;110;43;25;118250,0000
1;SA;2;1;83;92;81;55;3;0,0000;0,0000;0,0000;81;55;92;409860,0000
1;SA;2;2;32;108;76;30;0;81,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;2;3;100;92;81;55;1;189,0000;0,0000;0,0000;92;55;81;409860,0000
1;SA;2;4;109;92;81;55;3;281,0000;0,0000;0,0000;81;55;92;409860,0000
1;SA;2;5;69;110;43;25;1;362,0000;0,0000;0,0000;110;25;43;118250,0000
1;SA;2;6;17;108;76;30;0;472,0000;0,0000;0,0000;108;76;30;246240,0000
1;SA;2;7;29;108;76;30;0;362,0000;25,0000;0,0000;108;76;30;246240,0000
1;SA;2;8;15;108;76;30;0;189,0000;55,0000;0,0000;108;76;30;246240,0000
1;SA;2;9;27;108;76;30;0;81,0000;76,0000;0,0000;108;76;30;246240,0000
1;SA;2;10;33;108;76;30;0;472,0000;76,0000;0,0000;108;76;30;246240,0000
1;SA;2;11;110;92;81;55;3;0,0000;55,0000;0,0000;81;55;92;409860,0000
1;SA;2;12;112;92;81;55;4;297,0000;55,0000;0,0000;55;92;81;409860,0000
1;SA;2;13;39;108;76;30;0;362,0000;101,0000;0,0000;108;76;30;246240,0000
1;SA;2;14;30;108;76;30;0;189,0000;131,0000;0,0000;108;76;30;246240,0000
1;SA;2;15;24;108;76;30;0;81,0000;152,0000;0,0000;108;76;30;246240,0000
1;SA;2;16;57;110;43;25;1;472,0000;152,0000;0,0000;110;25;43;118250,0000
1;SA;2;17;68;110;43;25;1;362,0000;177,0000;0,0000;110;25;43;118250,0000
1;SA;2;18;56;110;43;25;1;472,0000;177,0000;0,0000;110;25;43;118250,0000
1;SA;2;19;76;92;81;55;4;0,0000;110,0000;0,0000;55;92;81;409860,0000
1;SA;2;20;71;110;43;25;1;362,0000;202,0000;0,0000;110;25;43;118250,0000
1;SA;2;21;111;92;81;55;5;297,0000;147,0000;0,0000;55;81;92;409860,0000
1;SA;2;22;8;108;76;30;0;81,0000;0,0000;30,0000;108;76;30;246240,0000
1;SA;2;23;102;92;81;55;1;472,0000;0,0000;30,0000;92;55;81;409860,0000
1;SA;2;24;7;108;76;30;0;362,0000;25,0000;30,0000;108;76;30;246240,0000
1;SA;2;25;94;92;81;55;1;189,0000;55,0000;30,0000;92;55;81;409860,0000
1;SA;2;26;18;108;76;30;0;472,0000;55,0000;30,0000;108;76;30;246240,0000
1;SA;2;27;28;108;76;30;0;81,0000;76,0000;30,0000;108;76;30;246240,0000
1;SA;2;28;3;108;76;30;0;362,0000;101,0000;30,0000;108;76;30;246240,0000
1;SA;2;29;90;92;81;55;3;189,0000;110,0000;30,0000;81;55;92;409860,0000
1;SA;2;30;60;110;43;25;1;472,0000;202,0000;0,0000;110;25;43;118250,0000
1;SA;2;31;5;108;76;30;0;81,0000;152,0000;30,0000;108;76;30;246240,0000
1;SA;2;32;4;108;76;30;0;472,0000;152,0000;43,0000;108;76;30;246240,0000
1;SA;2;33;75;92;81;55;1;189,0000;165,0000;30,0000;92;55;81;409860,0000
1;SA;2;34;80;92;81;55;1;362,0000;177,0000;43,0000;92;55;81;409860,0000
1;SA;2;35;35;108;76;30;0;81,0000;0,0000;60,0000;108;76;30;246240,0000
1;SA;2;36;85;92;81;55;5;362,0000;25,0000;60,0000;55;81;92;409860,0000
1;SA;2;37;77;92;81;55;5;417,0000;25,0000;60,0000;55;81;92;409860,0000
1;SA;2;38;81;92;81;55;4;472,0000;55,0000;60,0000;55;92;81;409860,0000
1;SA;2;39;43;110;43;25;1;362,0000;0,0000;43,0000;110;25;43;118250,0000
1;SA;2;40;50;110;43;25;1;362,0000;106,0000;60,0000;110;25;43;118250,0000
1;SA;2;41;64;110;43;25;0;362,0000;131,0000;60,0000;110;43;25;118250,0000
1;SA;2;42;95;92;81;55;4;527,0000;55,0000;60,0000;55;92;81;409860,0000
1;SA;2;43;70;110;43;25;1;472,0000;152,0000;73,0000;110;25;43;118250,0000
1;SA;2;44;34;108;76;30;0;81,0000;76,0000;60,0000;108;76;30;246240,0000
1;SA;2;45;20;108;76;30;0;81,0000;152,0000;60,0000;108;76;30;246240,0000
1;SA;2;46;103;92;81;55;1;472,0000;177,0000;73,0000;92;55;81;409860,0000
1;SA;2;47;45;110;43;25;1;362,0000;131,0000;85,0000;110;25;43;118250,0000
1;SA;2;48;62;110;43;25;1;362,0000;0,0000;86,0000;110;25;43;118250,0000
1;SA;2;49;31;108;76;30;0;81,0000;0,0000;90,0000;108;76;30;246240,0000
1;SA;2;50;9;108;76;30;0;81,0000;76,0000;90,0000;108;76;30;246240,0000
1;SA;2;51;107;92;81;55;1;189,0000;0,0000;81,0000;92;55;81;409860,0000
1;SA;2;52;54;110;43;25;1;362,0000;106,0000;103,0000;110;25;43;118250,0000
1;SA;2;53;66;110;43;25;1;472,0000;0,0000;111,0000;110;25;43;118250,0000
1;SA;2;54;73;110;43;25;1;472,0000;25,0000;111,0000;110;25;43;118250,0000
1;SA;2;55;42;110;43;25;1;189,0000;55,0000;111,0000;110;25;43;118250,0000
1;SA;2;56;46;110;43;25;1;189,0000;80,0000;111,0000;110;25;43;118250,0000
1;SA;2;57;6;108;76;30;0;81,0000;152,0000;90,0000;108;76;30;246240,0000
1;SA;2;58;67;110;43;25;1;189,0000;165,0000;111,0000;110;25;43;118250,0000
1;SA;2;59;19;108;76;30;0;81,0000;0,0000;120,0000;108;76;30;246240,0000
1;SA;2;60;1;108;76;30;0;81,0000;76,0000;120,0000;108;76;30;246240,0000
1;SA;2;61;97;92;81;55;4;299,0000;55,0000;81,0000;55;92;81;409860,0000
1;SA;2;62;41;110;43;25;1;189,0000;190,0000;111,0000;110;25;43;118250,0000
1;SA;2;63;61;110;43;25;1;472,0000;152,0000;116,0000;110;25;43;118250,0000
1;SA;2;64;25;108;76;30;0;81,0000;152,0000;120,0000;108;76;30;246240,0000
1;SA;2;65;72;110;43;25;1;189,0000;110,0000;122,0000;110;25;43;118250,0000
1;SA;2;66;47;110;43;25;1;189,0000;135,0000;122,0000;110;25;43;118250,0000
1;SA;2;67;14;108;76;30;0;362,0000;131,0000;128,0000;108;76;30;246240,0000
1;SA;2;68;38;108;76;30;0;472,0000;55,0000;141,0000;108;76;30;246240,0000
1;SA;2;69;21;108;76;30;0;81,0000;0,0000;150,0000;108;76;30;246240,0000
1;SA;2;70;99;92;81;55;2;0,0000;110,0000;81,0000;81;92;55;409860,0000
1;SA;2;71;65;110;43;25;1;362,0000;207,0000;124,0000;110;25;43;118250,0000
1;SA;2;72;11;108;76;30;0;81,0000;76,0000;150,0000;108;76;30;246240,0000
1;SA;2;73;58;110;43;25;1;362,0000;0,0000;129,0000;110;25;43;118250,0000
1;SA;2;74;63;110;43;25;1;362,0000;106,0000;146,0000;110;25;43;118250,0000
1;SA;2;75;2;108;76;30;0;81,0000;152,0000;150,0000;108;76;30;246240,0000
1;SA;2;76;49;110;43;25;1;362,0000;25,0000;152,0000;110;25;43;118250,0000
1;SA;2;77;26;108;76;30;0;362,0000;131,0000;158,0000;108;76;30;246240,0000
1;SA;2;78;96;92;81;55;3;0,0000;0,0000;92,0000;81;55;92;409860,0000
1;SA;2;79;52;110;43;25;1;362,0000;50,0000;152,0000;110;25;43;118250,0000
1;SA;2;80;74;92;81;55;3;281,0000;0,0000;92,0000;81;55;92;409860,0000
1;SA;2;81;13;108;76;30;0;472,0000;152,0000;159,0000;108;76;30;246240,0000
1;SA;2;82;59;110;43;25;1;362,0000;75,0000;152,0000;110;25;43;118250,0000
1;SA;2;83;101;92;81;55;3;0,0000;55,0000;92,0000;81;55;92;409860,0000
1;SA;2;84;44;110;43;25;1;472,0000;0,0000;154,0000;110;25;43;118250,0000
1;SA;2;85;53;110;43;25;1;472,0000;25,0000;154,0000;110;25;43;118250,0000
1;SA;2;86;93;92;81;55;2;0,0000;110,0000;136,0000;81;92;55;409860,0000
1;SA;2;87;86;92;81;55;2;189,0000;0,0000;162,0000;81;92;55;409860,0000
1;SA;2;88;106;92;81;55;0;189,0000;110,0000;165,0000;92;81;55;409860,0000
1;SA;2;89;88;92;81;55;2;281,0000;110,0000;165,0000;81;92;55;409860,0000
1;SA;2;90;40;108;76;30;0;472,0000;55,0000;171,0000;108;76;30;246240,0000
1;SA;2;91;48;110;43;25;1;362,0000;207,0000;167,0000;110;25;43;118250,0000
1;SA;2;92;36;108;76;30;0;81,0000;0,0000;180,0000;108;76;30;246240,0000
1;SA;2;93;10;108;76;30;0;81,0000;76,0000;180,0000;108;76;30;246240,0000
1;SA;2;94;16;108;76;30;0;81,0000;152,0000;180,0000;108;76;30;246240,0000
1;SA;2;95;22;108;76;30;0;362,0000;131,0000;188,0000;108;76;30;246240,0000
1;SA;2;96;12;108;76;30;0;472,0000;152,0000;189,0000;108;76;30;246240,0000
1;SA;2;97;51;110;43;25;1;362,0000;0,0000;172,0000;110;25;43;118250,0000
1;SA;2;98;55;110;43;25;0;362,0000;25,0000;195,0000;110;43;25;118250,0000
1;GA;2;1;76;92;81;55;2;0,0000;0,0000;0,0000;81;92;55;409860,0000
1;GA;2;2;54;110;43;25;0;81,0000;0,0000;0,0000;110;43;25;118250,0000
1;GA;2;3;55;110;43;25;0;191,0000;0,0000;0,0000;110;43;25;118250,0000
1;GA;2;4;82;92;81;55;0;301,0000;0,0000;0,0000;92;81;55;409860,0000
1;GA;2;5;37;108;76;30;0;393,0000;0,0000;0,0000;108;76;30;246240,0000
1;GA;2;6;22;108;76;30;0;81,0000;43,0000;0,0000;108;76;30;246240,0000
1;GA;2;7;25;108;76;30;0;189,0000;43,0000;0,0000;108;76;30;246240,0000
1;GA;2;8;64;110;43;25;1;393,0000;76,0000;0,0000;110;25;43;118250,0000
1;GA;2;9;35;108;76;30;0;393,0000;101,0000;0,0000;108;76;30;246240,0000
1;GA;2;10;97;92;81;55;3;501,0000;0,0000;0,0000;81;55;92;409860,0000
